city,date,fare,ride_id,driver_count,type
Taylorhaven,2018-04-02 09:17:31,47.07,8573150084531,1,Rural
South Jennifer,2018-03-11 00:51:24,49.82,1145342227278,7,Rural
Harringtonfort,2018-02-26 07:03:11,54.66,9201585331171,4,Rural
Newtonview,2018-04-01 13:39:13,26.73,3723530332713,1,Rural
Michaelberg,2018-03-10 10:05:15,56.48,3757070857078,6,Rural
Penaborough,2018-01-22 15:36:24,10.11,4129933467653,6,Rural
Lake Latoyabury,2018-04-14 07:06:11,11.94,2040674187360,2,Rural
North Jaime,2018-04-27 17:58:27,14.01,2156688209209,1,Rural
West Heather,2018-02-04 16:29:23,13.97,7118893881453,4,Rural
West Heather,2018-04-18 19:33:12,46.6,3671003215967,4,Rural
West Heather,2018-03-02 21:04:10,20.99,5766454453070,4,Rural
South Saramouth,2018-01-28 15:55:33,31.25,7118046558393,7,Rural
West Heather,2018-03-06 20:06:51,48.11,2570548892682,4,Rural
Garzaport,2018-05-06 16:57:16,18.9,8826696981094,7,Rural
South Saramouth,2018-03-27 21:07:16,11.87,170351888128,7,Rural
Randallchester,2018-04-07 23:42:07,10.79,1615474447641,9,Rural
Harringtonfort,2018-01-09 15:30:35,31.84,3730685356921,4,Rural
South Saramouth,2018-04-12 18:11:50,57.23,5081198789583,7,Rural
North Holly,2018-01-03 19:51:01,19.9,5559509612597,8,Rural
New Ryantown,2018-05-05 19:29:38,26.53,2302209966018,2,Rural
West Heather,2018-02-02 06:28:04,53.07,2462950442268,4,Rural
Lake Latoyabury,2018-02-25 04:10:19,16.18,8492924830016,2,Rural
South Marychester,2018-01-19 11:40:46,49.44,90058815985,1,Rural
Jessicaport,2018-01-31 17:57:25,58.29,623154556195,1,Rural
Michaelberg,2018-03-22 22:20:54,38.3,8032727406577,6,Rural
North Holly,2018-04-18 19:26:25,30.94,3441061016826,8,Rural
Michaelberg,2018-03-13 14:40:18,37.72,8842606115175,6,Rural
Lake Jamie,2018-02-25 23:46:02,28.65,5815763839331,4,Rural
Lake Jamie,2018-04-19 04:32:47,16.29,3518682119233,4,Rural
North Holly,2018-03-18 10:38:05,40.34,3787775176860,8,Rural
Michaelberg,2018-01-27 18:43:05,38.42,862622008020,6,Rural
Lake Jamie,2018-04-29 01:58:44,54.22,2489264790267,4,Rural
Bradshawfurt,2018-01-30 10:55:23,51.39,1328274868072,7,Rural
Michaelberg,2018-04-29 17:04:39,13.38,8550365057598,6,Rural
Lake Latoyabury,2018-01-30 00:05:47,20.76,9018727594352,2,Rural
North Jaime,2018-02-10 21:03:50,11.11,2781339863778,1,Rural
West Heather,2018-05-07 19:22:15,44.94,4256853490277,4,Rural
Newtonview,2018-04-25 10:20:13,55.84,9990581345298,1,Rural
